"4078000000RUSSELLVILLE, AR                                  GSE  S01500000726200092985011239001396800AR149ARKANSAS                  YELL                   2023010101500002022"
9999900000NON-METRO                                         GSE  S00880000726200092985011239001396800AS010AMERICAN SAMOA            EASTERN DISTRIC        2023010101220002008
9999900000NON-METRO                                         GSE  S01140000726200092985011239001396800AS020AMERICAN SAMOA            MANU'A DISTRICT        2023010102300002008
9999900000NON-METRO                                         GSE  S01120000726200092985011239001396800AS030AMERICAN SAMOA            ROSE ISLAND            2023010101280002008
9999900000NON-METRO                                         GSE  S01120000726200092985011239001396800AS040AMERICAN SAMOA            SWAINS ISLAND          2023010101120002022
9999900000NON-METRO                                         GSE  S01340000726200092985011239001396800AS050AMERICAN SAMOA            WESTERN DISTRIC        2023010101340002022
9999900000NON-METRO                                         GSE  S01230000726200092985011239001396800AZ001ARIZONA                   APACHE                 2023010101500002008
"4342000000SIERRA VISTA-DOUGLAS, AZ                          GSE  S02000000726200092985011239001396800AZ003ARIZONA                   COCHISE                2023010102000002022"
"2238000000FLAGSTAFF, AZ                                     GSE  S04500000726200092985011239001396800AZ005ARIZONA                   COCONINO               2023010104500002022"
"3774000000PAYSON, AZ                                        GSE  S02800000726200092985011239001396800AZ007ARIZONA                   GILA                   2023010102800002022"
"4094000000SAFFORD, AZ                                       GSE  S02020000726200092985011239001396800AZ009ARIZONA                   GRAHAM                 2023010102020002022"
9999900000NON-METRO                                         GSE  S00880000726200092985011239001396800AZ011ARIZONA                   GREENLEE               2023010101240002017
9999900000NON-METRO                                         GSE  S01110000726200092985011239001396800AZ012ARIZONA                   LA PAZ                 2023010101110002022
"3806000000PHOENIX-MESA-CHANDLER, AZ                         GSE  S04610000726200092985011239001396800AZ013ARIZONA                   MARICOPA               2023010104610002022"
"2942000000LAKE HAVASU CITY-KINGMAN, AZ                      GSE  S02490000726200092985011239001396800AZ015ARIZONA                   MOHAVE                 2023010102490002022"
"4332000000SHOW LOW, AZ                                      GSE  S02450000726200092985011239001396800AZ017ARIZONA                   NAVAJO                 2023010102450002022"
"4606000000TUCSON, AZ                                        GSE  S03350000726200092985011239001396800AZ019ARIZONA                   PIMA                   2023010103350002022"
"3806000000PHOENIX-MESA-CHANDLER, AZ                         GSE  S04610000726200092985011239001396800AZ021ARIZONA                   PINAL                  2023010104610002022"
"3570000000NOGALES, AZ                                       GSE  S02400000726200092985011239001396800AZ023ARIZONA                   SANTA CRUZ             2023010102400002022"
"3915000000PRESCOTT VALLEY-PRESCOTT, AZ                      GSE  S03850000726200092985011239001396800AZ025ARIZONA                   YAVAPAI                2023010103850002022"
"4974000000YUMA, AZ                                          GSE  S02250000726200092985011239001396800AZ027ARIZONA                   YUMA                   2023010102250002022"
"4186036084SAN FRANCISCO-OAKLAND-BERKELEY, CA                GSE  H17350001089300139477516858502095200CA001CALIFORNIA                ALAMEDA                2023010117350002022"
9999900000NON-METRO                                         GSE  S04330000726200092985011239001396800CA003CALIFORNIA                ALPINE                 2023010104330002022
9999900000NON-METRO                                         GSE  S03950000726200092985011239001396800CA005CALIFORNIA                AMADOR                 2023010103950002022
"1702000000CHICO, CA                                         GSE  S03100000726200092985011239001396800CA007CALIFORNIA                BUTTE                  2023010103100002022"
9999900000NON-METRO                                         GSE  S03990000726200092985011239001396800CA009CALIFORNIA                CALAVERAS              2023010103990002022
9999900000NON-METRO                                         GSE  S03570000726200092985011239001396800CA011CALIFORNIA                COLUSA                 2023010103570002022
"4186036084SAN FRANCISCO-OAKLAND-BERKELEY, CA                GSE  H17350001089300139477516858502095200CA013CALIFORNIA                CONTRA COSTA           2023010117350002022"
"1886000000CRESCENT CITY, CA                                 GSE  S02710000726200092985011239001396800CA015CALIFORNIA                DEL NORTE              2023010102710002022"
"4090000000SACRAMENTO-ROSEVILLE-FOLSOM, CA                   GSE  H06640000763600097755011816501468500CA017CALIFORNIA                EL DORADO              2023010106640002022"
"2342000000FRESNO, CA                                        GSE  S03920000726200092985011239001396800CA019CALIFORNIA                FRESNO                 2023010103920002022"
9999900000NON-METRO                                         GSE  S03090000726200092985011239001396800CA021CALIFORNIA                GLENN                  2023010103090002022
"2170000000EUREKA-ARCATA, CA                                 GSE  S04000000726200092985011239001396800CA023CALIFORNIA                HUMBOLDT               2023010104000002022"
"2094000000EL CENTRO, CA                                     GSE  S02880000726200092985011239001396800CA025CALIFORNIA                IMPERIAL               2023010102880002022"
9999900000NON-METRO                                         GSE  S04420000726200092985011239001396800CA027CALIFORNIA                INYO                   2023010104420002022
"1254000000BAKERSFIELD, CA                                   GSE  S03200000726200092985011239001396800CA029CALIFORNIA                KERN                   2023010103200002022"
"2526000000HANFORD-CORCORAN, CA                              GSE  S03210000726200092985011239001396800CA031CALIFORNIA                KINGS                  2023010103210002022"
"1734000000CLEARLAKE, CA                                     GSE  S02590000726200092985011239001396800CA033CALIFORNIA                LAKE                   2023010102590002022"
"4500000000SUSANVILLE, CA                                    GSE  S01890000726200092985011239001396800CA035CALIFORNIA                LASSEN                 2023010101900002008"
"3108031084LOS ANGELES-LONG BEACH-ANAHEIM, CA                GSE  H11200001089300139477516858502095200CA037CALIFORNIA                LOS ANGELES            2023010111200002022"
"3146000000MADERA, CA                                        GSE  S04000000726200092985011239001396800CA039CALIFORNIA                MADERA                 2023010104000002022"
"4186042034SAN FRANCISCO-OAKLAND-BERKELEY, CA                GSE  H17350001089300139477516858502095200CA041CALIFORNIA                MARIN                  2023010117350002022"
9999900000NON-METRO                                         GSE  S03200000726200092985011239001396800CA043CALIFORNIA                MARIPOSA               2023010103200002022
"4638000000UKIAH, CA                                         GSE  S04750000726200092985011239001396800CA045CALIFORNIA                MENDOCINO              2023010104750002022"
"3290000000MERCED, CA                                        GSE  S04050000726200092985011239001396800CA047CALIFORNIA                MERCED                 2023010104050002022"
9999900000NON-METRO                                         GSE  S01400000726200092985011239001396800CA049CALIFORNIA                MODOC                  2023010101510002009
9999900000NON-METRO                                         GSE  S06030000726200092985011239001396800CA051CALIFORNIA                MONO                   2023010106030002022
"4150000000SALINAS, CA                                       GSE  H07960000915400117190014165501760400CA053CALIFORNIA                MONTEREY               2023010107960002022"
"3490000000NAPA, CA                                          GSE  H08850001017750130290015749001957250CA055CALIFORNIA                NAPA                   2023010108850002022"
"4602000000TRUCKEE-GRASS VALLEY, CA                          GSE  S05600000726200092985011239001396800CA057CALIFORNIA                NEVADA                 2023010105600002022"
"3108011244LOS ANGELES-LONG BEACH-ANAHEIM, CA                GSE  H11200001089300139477516858502095200CA059CALIFORNIA                ORANGE                 2023010111200002022"
"4090000000SACRAMENTO-ROSEVILLE-FOLSOM, CA                   GSE  H06640000763600097755011816501468500CA061CALIFORNIA                PLACER                 2023010106640002022"
