fha_loans,state_abbr,state,,county_name,median_home_value,gse_type,gse_1,gse_2,gse_3,gse_4," gse_1,gse_2,gse_3,gse_4, ",limit_type,fha_1,fha_2,fha_3,fha_4,"fha_1,fha_2,fha_3,fha_4",
AR-121,AR, ARKANSAS ,121,RANDOLPH COUNTY,110000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-123,AR, ARKANSAS ,123,ST. FRANCIS COUNTY,68000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-125,AR, ARKANSAS ,125,SALINE COUNTY,208000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-127,AR, ARKANSAS ,127,SCOTT COUNTY,89000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-129,AR, ARKANSAS ,129,SEARCY COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-131,AR, ARKANSAS ,131,SEBASTIAN COUNTY,152000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-133,AR, ARKANSAS ,133,SEVIER COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-135,AR, ARKANSAS ,135,SHARP COUNTY,115000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-137,AR, ARKANSAS ,137,STONE COUNTY,184000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-139,AR, ARKANSAS ,139,UNION COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-141,AR, ARKANSAS ,141,VAN BUREN COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-143,AR, ARKANSAS ,143,WASHINGTON COUNTY,300000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-145,AR, ARKANSAS ,145,WHITE COUNTY,138000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-147,AR, ARKANSAS ,147,WOODRUFF COUNTY,101000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AR-149,AR, ARKANSAS ,149,YELL COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AS-010,AS, AMERICAN SAMOA ,010,EASTERN DISTRICT,88000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AS-020,AS, AMERICAN SAMOA ,020,MANU'A DISTRICT,114000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AS-030,AS, AMERICAN SAMOA ,030,ROSE ISLAND,112000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AS-040,AS, AMERICAN SAMOA ,040,SWAINS ISLAND,112000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AS-050,AS, AMERICAN SAMOA ,050,WESTERN DISTRICT,134000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-001,AZ, ARIZONA ,001,APACHE COUNTY,123000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-003,AZ, ARIZONA ,003,COCHISE COUNTY,200000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-005,AZ, ARIZONA ,005,COCONINO COUNTY,450000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,517500,662500,800800,995200,"517500,662500,800800,995200",
AZ-007,AZ, ARIZONA ,007,GILA COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-009,AZ, ARIZONA ,009,GRAHAM COUNTY,202000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-011,AZ, ARIZONA ,011,GREENLEE COUNTY,88000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-012,AZ, ARIZONA ,012,LA PAZ COUNTY,111000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-013,AZ, ARIZONA ,013,MARICOPA COUNTY,461000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,530150,678700,820350,1019550,"530150,678700,820350,1019550",
AZ-015,AZ, ARIZONA ,015,MOHAVE COUNTY,249000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-017,AZ, ARIZONA ,017,NAVAJO COUNTY,245000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-019,AZ, ARIZONA ,019,PIMA COUNTY,335000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-021,AZ, ARIZONA ,021,PINAL COUNTY,461000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,530150,678700,820350,1019550,"530150,678700,820350,1019550",
AZ-023,AZ, ARIZONA ,023,SANTA CRUZ COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-025,AZ, ARIZONA ,025,YAVAPAI COUNTY,385000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
AZ-027,AZ, ARIZONA ,027,YUMA COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-003,CA, CALIFORNIA ,003,ALPINE COUNTY,433000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,497950,637450,770550,957600,"497950,637450,770550,957600",
CA-005,CA, CALIFORNIA ,005,AMADOR COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-007,CA, CALIFORNIA ,007,BUTTE COUNTY,310000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-009,CA, CALIFORNIA ,009,CALAVERAS COUNTY,399000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-011,CA, CALIFORNIA ,011,COLUSA COUNTY,357000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-015,CA, CALIFORNIA ,015,DEL NORTE COUNTY,271000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-019,CA, CALIFORNIA ,019,FRESNO COUNTY,392000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-021,CA, CALIFORNIA ,021,GLENN COUNTY,309000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-023,CA, CALIFORNIA ,023,HUMBOLDT COUNTY,400000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-025,CA, CALIFORNIA ,025,IMPERIAL COUNTY,288000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-027,CA, CALIFORNIA ,027,INYO COUNTY,442000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,508300,650700,786550,977500,"508300,650700,786550,977500",
CA-029,CA, CALIFORNIA ,029,KERN COUNTY,320000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-031,CA, CALIFORNIA ,031,KINGS COUNTY,321000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-033,CA, CALIFORNIA ,033,LAKE COUNTY,259000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-035,CA, CALIFORNIA ,035,LASSEN COUNTY,189000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-039,CA, CALIFORNIA ,039,MADERA COUNTY,400000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-043,CA, CALIFORNIA ,043,MARIPOSA COUNTY,320000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-045,CA, CALIFORNIA ,045,MENDOCINO COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
CA-047,CA, CALIFORNIA ,047,MERCED COUNTY,405000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-049,CA, CALIFORNIA ,049,MODOC COUNTY,140000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-051,CA, CALIFORNIA ,051,MONO COUNTY,603000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,693450,887750,1073100,1333600,"693450,887750,1073100,1333600",
CA-057,CA, CALIFORNIA ,057,NEVADA COUNTY,560000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,644000,824450,996550,1238500,"644000,824450,996550,1238500",
CA-063,CA, CALIFORNIA ,063,PLUMAS COUNTY,300000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-065,CA, CALIFORNIA ,065,RIVERSIDE COUNTY,560000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,644000,824450,996550,1238500,"644000,824450,996550,1238500",
CA-071,CA, CALIFORNIA ,071,SAN BERNARDINO COUNTY,560000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,644000,824450,996550,1238500,"644000,824450,996550,1238500",
CA-077,CA, CALIFORNIA ,077,SAN JOAQUIN COUNTY,571000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,656650,840650,1016150,1262800,"656650,840650,1016150,1262800",
CA-089,CA, CALIFORNIA ,089,SHASTA COUNTY,345000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-091,CA, CALIFORNIA ,091,SIERRA COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-093,CA, CALIFORNIA ,093,SISKIYOU COUNTY,235000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-095,CA, CALIFORNIA ,095,SOLANO COUNTY,596000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,685400,877450,1060600,1318100,"685400,877450,1060600,1318100",
CA-099,CA, CALIFORNIA ,099,STANISLAUS COUNTY,450000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,517500,662500,800800,995200,"517500,662500,800800,995200",
CA-101,CA, CALIFORNIA ,101,SUTTER COUNTY,425000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,488750,625700,756300,939900,"488750,625700,756300,939900",
CA-103,CA, CALIFORNIA ,103,TEHAMA COUNTY,285000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-105,CA, CALIFORNIA ,105,TRINITY COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-107,CA, CALIFORNIA ,107,TULARE COUNTY,328000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-109,CA, CALIFORNIA ,109,TUOLUMNE COUNTY,369000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CA-115,CA, CALIFORNIA ,115,YUBA COUNTY,425000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,488750,625700,756300,939900,"488750,625700,756300,939900",
CO-003,CO, COLORADO ,003,ALAMOSA COUNTY,220000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-007,CO, COLORADO ,007,ARCHULETA COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-009,CO, COLORADO ,009,BACA COUNTY,70000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-011,CO, COLORADO ,011,BENT COUNTY,103000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-015,CO, COLORADO ,015,CHAFFEE COUNTY,522000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,600300,768500,928950,1154450,"600300,768500,928950,1154450",
CO-017,CO, COLORADO ,017,CHEYENNE COUNTY,97000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-021,CO, COLORADO ,021,CONEJOS COUNTY,125000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-023,CO, COLORADO ,023,COSTILLA COUNTY,82000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-025,CO, COLORADO ,025,CROWLEY COUNTY,68000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-027,CO, COLORADO ,027,CUSTER COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-029,CO, COLORADO ,029,DELTA COUNTY,285000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-033,CO, COLORADO ,033,DOLORES COUNTY,200000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-041,CO, COLORADO ,041,EL PASO COUNTY,450000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,517500,662500,800800,995200,"517500,662500,800800,995200",
CO-043,CO, COLORADO ,043,FREMONT COUNTY,286000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-049,CO, COLORADO ,049,GRAND COUNTY,582000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,669300,856800,1035700,1287150,"669300,856800,1035700,1287150",
CO-051,CO, COLORADO ,051,GUNNISON COUNTY,452000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,519800,665450,804350,999600,"519800,665450,804350,999600",
CO-053,CO, COLORADO ,053,HINSDALE COUNTY,331000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-055,CO, COLORADO ,055,HUERFANO COUNTY,165000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-057,CO, COLORADO ,057,JACKSON COUNTY,203000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-061,CO, COLORADO ,061,KIOWA COUNTY,104000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-063,CO, COLORADO ,063,KIT CARSON COUNTY,193000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-065,CO, COLORADO ,065,LAKE COUNTY,355000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-067,CO, COLORADO ,067,LA PLATA COUNTY,519000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,596850,764050,923600,1147800,"596850,764050,923600,1147800",
CO-069,CO, COLORADO ,069,LARIMER COUNTY,534000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,614100,786150,950300,1181000,"614100,786150,950300,1181000",
CO-071,CO, COLORADO ,071,LAS ANIMAS COUNTY,179000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-073,CO, COLORADO ,073,LINCOLN COUNTY,165000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-075,CO, COLORADO ,075,LOGAN COUNTY,197000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-077,CO, COLORADO ,077,MESA COUNTY,355000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-079,CO, COLORADO ,079,MINERAL COUNTY,224000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-081,CO, COLORADO ,081,MOFFAT COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-083,CO, COLORADO ,083,MONTEZUMA COUNTY,285000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-085,CO, COLORADO ,085,MONTROSE COUNTY,400000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-087,CO, COLORADO ,087,MORGAN COUNTY,305000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-089,CO, COLORADO ,089,OTERO COUNTY,145000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-091,CO, COLORADO ,091,OURAY COUNTY,400000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-095,CO, COLORADO ,095,PHILLIPS COUNTY,180000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-099,CO, COLORADO ,099,PROWERS COUNTY,163000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-101,CO, COLORADO ,101,PUEBLO COUNTY,270000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
CO-103,CO, COLORADO ,103,RIO BLANCO COUNTY,177000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
